target_island,target_island_name,method,n_individuals,corr_eval_mean
5,Hestmannøy,random_individual,3000,0.11633476556594487
5,Hestmannøy,random_individual,3500,0.12464626198379766
5,Hestmannøy,random_individual,4000,0.13120034918193246
5,Hestmannøy,random_individual,4500,0.1386522303175543
6,Indre Kvarøy,avggrm_topk,50,-0.0207814278147989
6,Indre Kvarøy,avggrm_topk,100,0.0457909599742494
6,Indre Kvarøy,avggrm_topk,250,0.1220203339720023
6,Indre Kvarøy,avggrm_topk,500,0.1221664974585936
6,Indre Kvarøy,avggrm_topk,1000,0.197580695882673
6,Indre Kvarøy,avggrm_topk,1500,0.2018443103018324
6,Indre Kvarøy,avggrm_topk,2000,0.2757396211094106
6,Indre Kvarøy,avggrm_topk,2500,0.2753198698788003
6,Indre Kvarøy,avggrm_topk,3000,0.3124059996962895
6,Indre Kvarøy,avggrm_topk,3500,0.310768564151765
6,Indre Kvarøy,avggrm_topk,4000,0.3157627064831839
6,Indre Kvarøy,avggrm_topk,4500,0.3128528134752304
6,Indre Kvarøy,random_individual,50,0.08528616878019032
6,Indre Kvarøy,random_individual,100,0.09460078236545932
6,Indre Kvarøy,random_individual,250,0.11327280542355236
6,Indre Kvarøy,random_individual,500,0.1227864286587329
6,Indre Kvarøy,random_individual,1000,0.18081449986091883
6,Indre Kvarøy,random_individual,1500,0.19692570509255017
6,Indre Kvarøy,random_individual,2000,0.22465597633488188
6,Indre Kvarøy,random_individual,2500,0.24637578416943082
6,Indre Kvarøy,random_individual,3000,0.27011318158615705
6,Indre Kvarøy,random_individual,3500,0.2912054589195855
6,Indre Kvarøy,random_individual,4000,0.2931731306807182
6,Indre Kvarøy,random_individual,4500,0.31034575585470614
7,Onøy og Lurøy,avggrm_topk,50,0.0363185355296702
7,Onøy og Lurøy,avggrm_topk,100,0.0433399993573745
7,Onøy og Lurøy,avggrm_topk,250,0.0564990773719308
7,Onøy og Lurøy,avggrm_topk,500,0.0059437694851765
7,Onøy og Lurøy,avggrm_topk,1000,-0.0148029306908878
7,Onøy og Lurøy,avggrm_topk,1500,-0.0333277002029289
7,Onøy og Lurøy,avggrm_topk,2000,-0.0279443691624745
7,Onøy og Lurøy,avggrm_topk,2500,-0.0043685393956656
7,Onøy og Lurøy,avggrm_topk,3000,0.0030269391870843
7,Onøy og Lurøy,avggrm_topk,3500,-0.004531310828093
7,Onøy og Lurøy,avggrm_topk,4000,0.0037528928227746
7,Onøy og Lurøy,avggrm_topk,4500,-0.0044111560200942
7,Onøy og Lurøy,random_individual,50,0.02443284575690843
7,Onøy og Lurøy,random_individual,100,0.00607122225157389
7,Onøy og Lurøy,random_individual,250,0.013186086168521603
7,Onøy og Lurøy,random_individual,500,0.01394327410590555
7,Onøy og Lurøy,random_individual,1000,0.01419281050385556
7,Onøy og Lurøy,random_individual,1500,0.0016791339025882903
7,Onøy og Lurøy,random_individual,2000,0.007120841187374371
