Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351987
Array task ID: 12
The job was run on these nodes: idun-05-18
[I 2026-04-28 16:19:09,665] Trial 0 finished with value: 0.17510702054474428 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.17510702054474428.
[I 2026-04-29 00:27:47,979] Trial 120 finished with value: 0.18944593127258608 and parameters: {'alpha': 270651.16739051125, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.015264866454132879, 'iw_n_components': 20, 'iw_logistic_c': 2.0362833225068257e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:31:48,316] Trial 121 finished with value: 0.19554273072017783 and parameters: {'alpha': 255746.1576636742, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009801529660374977, 'iw_n_components': 1, 'iw_logistic_c': 1.7228266027056556e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:35:45,181] Trial 122 finished with value: 0.19498714561101535 and parameters: {'alpha': 221135.65811279003, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.008798934940195425, 'iw_n_components': 1, 'iw_logistic_c': 1.416105132193041e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:39:40,918] Trial 123 finished with value: 0.19347908613656303 and parameters: {'alpha': 337518.9855023837, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009878687925112116, 'iw_n_components': 1, 'iw_logistic_c': 9.27087480591725e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:43:35,853] Trial 124 finished with value: 0.19534524363299652 and parameters: {'alpha': 233885.30407080613, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0113953419397054, 'iw_n_components': 1, 'iw_logistic_c': 1.7494329167427848e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:47:36,843] Trial 125 finished with value: 0.1952493773470444 and parameters: {'alpha': 238593.62645109664, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011536261012186086, 'iw_n_components': 1, 'iw_logistic_c': 3.5175726139528865e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:51:36,321] Trial 126 finished with value: 0.19517196857184724 and parameters: {'alpha': 240718.55331254288, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.01154330965941456, 'iw_n_components': 1, 'iw_logistic_c': 3.671790242146445e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 00:55:36,461] Trial 127 finished with value: 0.1944605957212687 and parameters: {'alpha': 258840.82412118657, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.01381799296948889, 'iw_n_components': 1, 'iw_logistic_c': 1.2244880154661544e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:00:10,027] Trial 128 finished with value: 0.18409462365324922 and parameters: {'alpha': 230486.45069977042, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010966356657705682, 'iw_n_components': 10, 'iw_logistic_c': 5.421677870409075e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:04:07,004] Trial 129 finished with value: 0.19191546210748156 and parameters: {'alpha': 277156.520598556, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012731072303367673, 'iw_n_components': 1, 'iw_logistic_c': 3.1859095566929534e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:07:45,680] Trial 130 finished with value: 0.18329497356351562 and parameters: {'alpha': 309492.6321793682, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.016239497795809698, 'iw_n_components': 1, 'iw_logistic_c': 1.1182542746265703e-06, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:11:40,941] Trial 131 finished with value: 0.19275684751548905 and parameters: {'alpha': 248795.43744865916, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010118137664143009, 'iw_n_components': 1, 'iw_logistic_c': 6.583724349076883e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:15:38,462] Trial 132 finished with value: 0.19523753278915043 and parameters: {'alpha': 221625.77941453512, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012079375441521522, 'iw_n_components': 1, 'iw_logistic_c': 1.8524370609852853e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:19:33,068] Trial 133 finished with value: 0.19444597186323345 and parameters: {'alpha': 197802.97376418117, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012081831310657482, 'iw_n_components': 1, 'iw_logistic_c': 4.966945771405533e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:23:25,690] Trial 134 finished with value: 0.19526310555163107 and parameters: {'alpha': 279057.0331908294, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010591912055556974, 'iw_n_components': 1, 'iw_logistic_c': 1.5538012806420535e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:28:07,722] Trial 135 finished with value: 0.18884693291545246 and parameters: {'alpha': 215968.2255530445, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.013194820559285565, 'iw_n_components': 30, 'iw_logistic_c': 1.2705451774042004e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:32:03,865] Trial 136 finished with value: 0.18729727678638922 and parameters: {'alpha': 276413.3291384401, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.011402924844342854, 'iw_n_components': 1, 'iw_logistic_c': 9.847044499440113e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:36:02,296] Trial 137 finished with value: 0.1956010569309433 and parameters: {'alpha': 230340.876042239, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010336380350355577, 'iw_n_components': 1, 'iw_logistic_c': 3.3828813474422706e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:40:00,191] Trial 138 finished with value: 0.19470144984231622 and parameters: {'alpha': 262025.7703776972, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010516602662153401, 'iw_n_components': 1, 'iw_logistic_c': 6.211066745198498e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:43:59,110] Trial 139 finished with value: 0.19603306916018007 and parameters: {'alpha': 282969.6181050941, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.007796365880824962, 'iw_n_components': 1, 'iw_logistic_c': 3.143759344366365e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:47:59,812] Trial 140 finished with value: 0.19298942109592077 and parameters: {'alpha': 286379.90190950065, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00788438309295683, 'iw_n_components': 1, 'iw_logistic_c': 6.995347403926071e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:52:00,495] Trial 141 finished with value: 0.19595911263694965 and parameters: {'alpha': 235220.95923830202, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00880977618557915, 'iw_n_components': 1, 'iw_logistic_c': 3.082053207974798e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:55:57,074] Trial 142 finished with value: 0.19586208916599573 and parameters: {'alpha': 302254.2754826044, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00849456393903649, 'iw_n_components': 1, 'iw_logistic_c': 2.8730731709856152e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 01:59:55,285] Trial 143 finished with value: 0.1958215359871654 and parameters: {'alpha': 306032.9012597066, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.008514800556384186, 'iw_n_components': 1, 'iw_logistic_c': 3.088685619047411e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 02:03:53,956] Trial 144 finished with value: 0.19580115953633903 and parameters: {'alpha': 306342.66126521403, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.008556454276643947, 'iw_n_components': 1, 'iw_logistic_c': 3.219341049406265e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 02:08:00,212] Trial 145 finished with value: 0.18963478377734588 and parameters: {'alpha': 308805.1391020428, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.007411981726529719, 'iw_n_components': 2, 'iw_logistic_c': 4.875538872227634e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 02:11:59,836] Trial 146 finished with value: 0.1936130573043562 and parameters: {'alpha': 304782.0408888549, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.008594284285621855, 'iw_n_components': 1, 'iw_logistic_c': 0.00012742927858777216, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 02:15:56,705] Trial 147 finished with value: 0.19583656699300475 and parameters: {'alpha': 333319.59482334164, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00678551812246432, 'iw_n_components': 1, 'iw_logistic_c': 3.229746706299076e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 02:19:54,348] Trial 148 finished with value: 0.19281182846327902 and parameters: {'alpha': 335107.4030458644, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.007058820408400494, 'iw_n_components': 1, 'iw_logistic_c': 0.0002167399318848795, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
[I 2026-04-29 02:23:59,303] Trial 149 finished with value: 0.1869063250721127 and parameters: {'alpha': 317118.43170147506, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0066949637865936764, 'iw_n_components': 3, 'iw_logistic_c': 3.0898242965358195e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 91 with value: 0.19621410051934882.
