Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351983
Array task ID: 8
The job was run on these nodes: idun-03-16
[I 2026-04-28 16:18:33,729] Trial 0 finished with value: 0.19844357810226104 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.19844357810226104.
[I 2026-04-28 23:49:18,526] Trial 120 finished with value: 0.2081113324749512 and parameters: {'alpha': 261182.13486048032, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011509560920247673, 'iw_n_components': 2, 'iw_logistic_c': 2.110073006493614e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:53:03,718] Trial 121 finished with value: 0.21477702016595104 and parameters: {'alpha': 298584.0449047487, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011048592458360488, 'iw_n_components': 30, 'iw_logistic_c': 2.132449850214886e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-28 23:56:49,641] Trial 122 finished with value: 0.21470126609247575 and parameters: {'alpha': 297076.7556896856, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01052031168520863, 'iw_n_components': 30, 'iw_logistic_c': 2.8562151775892107e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:00:34,975] Trial 123 finished with value: 0.2136267334028606 and parameters: {'alpha': 223247.07728386775, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.015376116821384891, 'iw_n_components': 30, 'iw_logistic_c': 5.805673243515362e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:04:18,780] Trial 124 finished with value: 0.21479503501516434 and parameters: {'alpha': 340203.44678195484, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009496142760353673, 'iw_n_components': 30, 'iw_logistic_c': 2.799085339809489e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:08:03,231] Trial 125 finished with value: 0.21088017289320302 and parameters: {'alpha': 252435.14127323104, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010983868676974857, 'iw_n_components': 30, 'iw_logistic_c': 1.0234944555786088e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:11:32,942] Trial 126 finished with value: 0.20070262011801754 and parameters: {'alpha': 389116.2316399781, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012429794295204867, 'iw_n_components': 30, 'iw_logistic_c': 5.380708516231009e-07, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:15:20,247] Trial 127 finished with value: 0.21286642449521403 and parameters: {'alpha': 280206.4943524705, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008330215592009882, 'iw_n_components': 30, 'iw_logistic_c': 4.342892854470307e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:19:16,779] Trial 128 finished with value: 0.2075453594482923 and parameters: {'alpha': 314892.46938201174, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009164526360109693, 'iw_n_components': 30, 'iw_logistic_c': 0.06276217289947218, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:22:59,212] Trial 129 finished with value: 0.20978569496604446 and parameters: {'alpha': 235594.5381245555, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013790086075037549, 'iw_n_components': 20, 'iw_logistic_c': 9.1711790484534e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:26:46,112] Trial 130 finished with value: 0.21323681019814486 and parameters: {'alpha': 292308.4300465976, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011439175335786329, 'iw_n_components': 30, 'iw_logistic_c': 1.575445506275884e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:30:33,049] Trial 131 finished with value: 0.21464843441374584 and parameters: {'alpha': 337168.1761173319, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.009814644660206522, 'iw_n_components': 30, 'iw_logistic_c': 3.061937153874935e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:34:20,086] Trial 132 finished with value: 0.21498320292876122 and parameters: {'alpha': 349554.04863706074, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008989450858443911, 'iw_n_components': 30, 'iw_logistic_c': 2.88241565196996e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:38:06,788] Trial 133 finished with value: 0.21445733065593056 and parameters: {'alpha': 359557.1132440765, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008507035693342567, 'iw_n_components': 30, 'iw_logistic_c': 2.3854205065371867e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:41:51,654] Trial 134 finished with value: 0.2110001992002707 and parameters: {'alpha': 455999.6628944672, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007882281986365687, 'iw_n_components': 30, 'iw_logistic_c': 6.819389985746996e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:45:36,368] Trial 135 finished with value: 0.21182372246951456 and parameters: {'alpha': 305389.9884176519, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010276633422725414, 'iw_n_components': 30, 'iw_logistic_c': 1.230718581876814e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:48:49,788] Trial 136 finished with value: 0.2048380952497565 and parameters: {'alpha': 266666.5362760411, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011992454576583829, 'iw_n_components': 3, 'iw_logistic_c': 7.431352561948866e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:52:34,859] Trial 137 finished with value: 0.21458743493225377 and parameters: {'alpha': 250050.2590782885, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010856367859416198, 'iw_n_components': 30, 'iw_logistic_c': 3.971871832532312e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:56:12,060] Trial 138 finished with value: 0.21183739586028 and parameters: {'alpha': 276695.18725278147, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009043526207441971, 'iw_n_components': 10, 'iw_logistic_c': 1.410278558249786e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 00:59:19,983] Trial 139 finished with value: 0.2039759303596301 and parameters: {'alpha': 323443.40279382945, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.012945086970754966, 'iw_n_components': 1, 'iw_logistic_c': 1.8382035302391031e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:03:04,341] Trial 140 finished with value: 0.2139666345473141 and parameters: {'alpha': 222534.8622550209, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010050819452377955, 'iw_n_components': 30, 'iw_logistic_c': 4.780664506125355e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:06:49,263] Trial 141 finished with value: 0.21506991739266507 and parameters: {'alpha': 338465.63336725486, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0093496569142223, 'iw_n_components': 30, 'iw_logistic_c': 2.9191379921631113e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:10:34,065] Trial 142 finished with value: 0.21450892808631059 and parameters: {'alpha': 392041.56254956574, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011110174699944556, 'iw_n_components': 30, 'iw_logistic_c': 2.718780948591217e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:14:24,032] Trial 143 finished with value: 0.21381232403833308 and parameters: {'alpha': 299661.536695717, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.008877359189025984, 'iw_n_components': 30, 'iw_logistic_c': 1.7727099478595635e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:18:13,031] Trial 144 finished with value: 0.2095244186759001 and parameters: {'alpha': 354282.2258306796, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.014394623896634456, 'iw_n_components': 30, 'iw_logistic_c': 9.67230092396053e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:22:02,773] Trial 145 finished with value: 0.21241906795581042 and parameters: {'alpha': 327236.8829623224, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007164998886059066, 'iw_n_components': 30, 'iw_logistic_c': 6.913470235329182e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:25:21,613] Trial 146 finished with value: 0.2109665006096362 and parameters: {'alpha': 283711.68929790176, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0029988043288582387, 'iw_n_components': 5, 'iw_logistic_c': 3.5299773633654687e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:28:56,013] Trial 147 finished with value: 0.20687051475631257 and parameters: {'alpha': 263454.6778914321, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.030403048445005857, 'iw_n_components': 30, 'iw_logistic_c': 2.419500566484607e-06, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:32:45,150] Trial 148 finished with value: 0.21234407533087366 and parameters: {'alpha': 243585.70547519697, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00951318057746832, 'iw_n_components': 30, 'iw_logistic_c': 5.6698577901630565e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 36 with value: 0.21592211855894675.
[I 2026-04-29 01:36:33,719] Trial 149 finished with value: 0.21219265600219314 and parameters: {'alpha': 314419.2495701351, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010470711585350966, 'iw_n_components': 30, 'iw_logistic_c': 1.3455105685247616e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 36 with value: 0.21592211855894675.
