trait,target_island,target_island_name,repeat,split_seed,source_island,source_island_name,n_island,phi,phi_per_individual,v_full
thr_tarsus,1,Myken,0,14,3,Selvær,194,0.0214540386383828,0.0001105878280329,0.0284111475656726
thr_tarsus,1,Myken,0,14,4,Gjerøy,555,0.1157567661039242,0.0002085707497368,0.0284111475656726
thr_tarsus,1,Myken,0,14,5,Hestmannøy,1063,0.0959790330313787,9.029071780938728e-05,0.0284111475656726
thr_tarsus,1,Myken,0,14,6,Indre Kvarøy,348,0.0739122584228446,0.000212391547192,0.0284111475656726
thr_tarsus,1,Myken,0,14,7,Onøy og Lurøy,257,-0.1085735527198105,-0.0004224651856801,0.0284111475656726
thr_tarsus,1,Myken,0,14,8,Lovund,152,-0.049606222242485,-0.0003263567252795,0.0284111475656726
thr_tarsus,1,Myken,0,14,9,Sleneset,163,0.0387342804489678,0.0002376336223863,0.0284111475656726
thr_tarsus,1,Myken,0,14,10,Aldra,173,-0.0297960284325826,-0.000172231378223,0.0284111475656726
thr_tarsus,1,Myken,0,14,11,Leka,583,0.1188490596082711,0.0002038577351771,0.0284111475656726
thr_tarsus,1,Myken,0,14,12,Vega,396,-0.0360593350718323,-9.105892694907146e-05,0.0284111475656726
thr_tarsus,1,Myken,0,14,13,Vikna,583,0.0121145005498711,2.077958927936724e-05,0.0284111475656726
thr_tarsus,1,Myken,0,14,14,Lauvøya,688,-0.1668911917388707,-0.0002425744065971,0.0284111475656726
thr_tarsus,1,Myken,1,1014,0,Nesøy,117,0.0171897527487452,0.0001469209636644,0.3102996154615009
thr_tarsus,1,Myken,1,1014,2,Træna,286,0.0915016030544111,0.0003199356750154,0.3102996154615009
thr_tarsus,1,Myken,1,1014,3,Selvær,194,0.0007748550772609,3.994098336396391e-06,0.3102996154615009
thr_tarsus,1,Myken,1,1014,4,Gjerøy,555,-0.0776150369019192,-0.0001398469133367,0.3102996154615009
thr_tarsus,1,Myken,1,1014,5,Hestmannøy,1063,0.2074133225628247,0.0001951207173686,0.3102996154615009
thr_tarsus,1,Myken,1,1014,6,Indre Kvarøy,348,0.0819650086157398,0.0002355316339532,0.3102996154615009
thr_tarsus,1,Myken,1,1014,7,Onøy og Lurøy,257,0.0204308013259999,7.949728142412412e-05,0.3102996154615009
thr_tarsus,1,Myken,1,1014,8,Lovund,152,-0.0345096007116496,-0.0002270368467871,0.3102996154615009
thr_tarsus,1,Myken,1,1014,9,Sleneset,163,-0.052658057300959,-0.0003230555662635,0.3102996154615009
thr_tarsus,1,Myken,1,1014,10,Aldra,173,0.0593285376725956,0.000342939524119,0.3102996154615009
thr_tarsus,1,Myken,1,1014,11,Leka,583,-0.0173762789637381,-2.980493818823002e-05,0.3102996154615009
thr_tarsus,1,Myken,1,1014,12,Vega,396,-9.86571752107468e-05,-2.491342808352192e-07,0.3102996154615009
thr_tarsus,1,Myken,1,1014,13,Vikna,583,-0.0171245937463265,-2.9373231125774445e-05,0.3102996154615009
thr_tarsus,1,Myken,1,1014,14,Lauvøya,688,0.0310779592037267,4.517145233099811e-05,0.3102996154615009
thr_tarsus,1,Myken,2,2014,0,Nesøy,117,0.0342050273917153,0.0002923506614676,0.4931429755987668
thr_tarsus,1,Myken,2,2014,2,Træna,286,0.0205038775272016,7.169187946573986e-05,0.4931429755987668
thr_tarsus,1,Myken,2,2014,3,Selvær,194,0.2708626368060577,0.0013961991587941,0.4931429755987668
thr_tarsus,1,Myken,2,2014,4,Gjerøy,555,-0.1138632669064917,-0.0002051590394711,0.4931429755987668
thr_tarsus,1,Myken,2,2014,5,Hestmannøy,1063,0.1345430414623274,0.0001265691829372,0.4931429755987668
thr_tarsus,1,Myken,2,2014,6,Indre Kvarøy,348,0.0583739648273054,0.0001677412782393,0.4931429755987668
thr_tarsus,1,Myken,2,2014,7,Onøy og Lurøy,257,0.0257580593987958,0.0001002259120575,0.4931429755987668
thr_tarsus,1,Myken,2,2014,8,Lovund,152,0.1627997009512958,0.0010710506641532,0.4931429755987668
thr_tarsus,1,Myken,2,2014,9,Sleneset,163,-0.0426471213087845,-0.0002616387810354,0.4931429755987668
thr_tarsus,1,Myken,2,2014,10,Aldra,173,-0.058385639693306,-0.0003374892467821,0.4931429755987668
thr_tarsus,1,Myken,2,2014,11,Leka,583,-0.0524194955542055,-8.991337144803687e-05,0.4931429755987668
thr_tarsus,1,Myken,2,2014,12,Vega,396,0.012006333635699,3.031902433257323e-05,0.4931429755987668
thr_tarsus,1,Myken,2,2014,13,Vikna,583,-0.0026207014561836,-4.495199753316638e-06,0.4931429755987668
thr_tarsus,1,Myken,2,2014,14,Lauvøya,688,0.0440265585173398,6.399209086822646e-05,0.4931429755987668
thr_tarsus,1,Myken,3,3014,0,Nesøy,117,0.119072762385067,0.001017715917821,0.1934646484526167
thr_tarsus,1,Myken,3,3014,2,Træna,286,-0.1253890297766776,-0.0004384231810373,0.1934646484526167
thr_tarsus,1,Myken,3,3014,3,Selvær,194,0.0385390938117281,0.0001986551227408,0.1934646484526167
thr_tarsus,1,Myken,3,3014,4,Gjerøy,555,-0.1722689475079705,-0.0003103945000143,0.1934646484526167
thr_tarsus,1,Myken,3,3014,5,Hestmannøy,1063,0.2959931144644163,0.0002784507191574,0.1934646484526167
thr_tarsus,1,Myken,3,3014,6,Indre Kvarøy,348,0.0968511813634404,0.0002783079924236,0.1934646484526167
thr_tarsus,1,Myken,3,3014,7,Onøy og Lurøy,257,0.031511502482061,0.0001226128501247,0.1934646484526167
thr_tarsus,1,Myken,3,3014,8,Lovund,152,-0.0014635025791912,-9.628306442047368e-06,0.1934646484526167
thr_tarsus,1,Myken,3,3014,9,Sleneset,163,-0.0301754804106463,-0.000185125646691,0.1934646484526167
thr_tarsus,1,Myken,3,3014,10,Aldra,173,-0.0419491982432691,-0.0002424809147009,0.1934646484526167
thr_tarsus,1,Myken,3,3014,11,Leka,583,0.0208052326439091,3.5686505392639966e-05,0.1934646484526167
thr_tarsus,1,Myken,3,3014,12,Vega,396,-0.0114139113776119,-2.882300852932298e-05,0.1934646484526167
thr_tarsus,1,Myken,3,3014,13,Vikna,583,-0.010642571425728,-1.8254839495245284e-05,0.1934646484526167
thr_tarsus,1,Myken,3,3014,14,Lauvøya,688,-0.0160055973769105,-2.3263949675742004e-05,0.1934646484526167
thr_tarsus,1,Myken,4,4014,0,Nesøy,117,0.0573639122206944,0.0004902898480401,0.4377714786026055
thr_tarsus,1,Myken,4,4014,2,Træna,286,-0.0175077639262372,-6.121595778404615e-05,0.4377714786026055
thr_tarsus,1,Myken,4,4014,3,Selvær,194,0.0557788899005111,0.0002875200510335,0.4377714786026055
thr_tarsus,1,Myken,4,4014,4,Gjerøy,555,0.0052114456180373,9.389992104571713e-06,0.4377714786026055
thr_tarsus,1,Myken,4,4014,5,Hestmannøy,1063,0.1661494602223651,0.0001563024084876,0.4377714786026055
thr_tarsus,1,Myken,4,4014,6,Indre Kvarøy,348,-0.026188766052491,-7.525507486347989e-05,0.4377714786026055
thr_tarsus,1,Myken,4,4014,7,Onøy og Lurøy,257,0.0149240928660073,5.807040025683774e-05,0.4377714786026055
thr_tarsus,1,Myken,4,4014,8,Lovund,152,0.112597806236249,0.0007407750410279,0.4377714786026055
thr_tarsus,1,Myken,4,4014,9,Sleneset,163,0.018126917596042,0.0001112080834113,0.4377714786026055
thr_tarsus,1,Myken,4,4014,10,Aldra,173,0.0379807757627549,0.0002195420564321,0.4377714786026055
thr_tarsus,1,Myken,4,4014,11,Leka,583,0.0666192641505242,0.0001142697498293,0.4377714786026055
thr_tarsus,1,Myken,4,4014,12,Vega,396,0.0371629760330064,9.384589907324847e-05,0.4377714786026055
thr_tarsus,1,Myken,4,4014,13,Vikna,583,-0.0256475933891137,-4.3992441490761065e-05,0.4377714786026055
thr_tarsus,1,Myken,4,4014,14,Lauvøya,688,-0.0647999386357445,-9.418595731939609e-05,0.4377714786026055
thr_tarsus,1,Myken,5,5014,0,Nesøy,117,0.0352571255026297,0.0003013429530139,0.3023079322654374
thr_tarsus,1,Myken,5,5014,2,Træna,286,0.0249098300470243,8.709730785672832e-05,0.3023079322654374
thr_tarsus,1,Myken,5,5014,3,Selvær,194,-0.0299164559348151,-0.0001542085357464,0.3023079322654374
thr_tarsus,1,Myken,5,5014,4,Gjerøy,555,0.0225320969221723,4.059837283274288e-05,0.3023079322654374
thr_tarsus,1,Myken,5,5014,5,Hestmannøy,1063,0.122020396464054,0.0001147887078683,0.3023079322654374
thr_tarsus,1,Myken,5,5014,6,Indre Kvarøy,348,0.0471716573886001,0.0001355507396224,0.3023079322654374
thr_tarsus,1,Myken,5,5014,7,Onøy og Lurøy,257,-0.0507866329036221,-0.0001976133576016,0.3023079322654374
thr_tarsus,1,Myken,5,5014,8,Lovund,152,0.0413513048349291,0.0002720480581245,0.3023079322654374
thr_tarsus,1,Myken,5,5014,9,Sleneset,163,0.017154605323113,0.0001052429774424,0.3023079322654374
thr_tarsus,1,Myken,5,5014,10,Aldra,173,0.0541853310150679,0.0003132100058674,0.3023079322654374
thr_tarsus,1,Myken,5,5014,11,Leka,583,0.0189340316297995,3.247689816432161e-05,0.3023079322654374
thr_tarsus,1,Myken,5,5014,12,Vega,396,-0.0165607869561387,-4.182016908115833e-05,0.3023079322654374
thr_tarsus,1,Myken,5,5014,13,Vikna,583,-0.0279776289712962,-4.798907199193173e-05,0.3023079322654374
thr_tarsus,1,Myken,5,5014,14,Lauvøya,688,0.0440330579039195,6.40015376510458e-05,0.3023079322654374
thr_tarsus,1,Myken,6,6014,0,Nesøy,117,0.0749939617666989,0.000640974032194,0.3486298476397858
thr_tarsus,1,Myken,6,6014,2,Træna,286,-0.1309692027670932,-0.0004579342754094,0.3486298476397858
thr_tarsus,1,Myken,6,6014,3,Selvær,194,0.1279652650659238,0.000659614768381,0.3486298476397858
thr_tarsus,1,Myken,6,6014,4,Gjerøy,555,0.0059440339770598,1.0709971129837476e-05,0.3486298476397858
thr_tarsus,1,Myken,6,6014,5,Hestmannøy,1063,-0.0327213975854056,-3.0782123786834994e-05,0.3486298476397858
thr_tarsus,1,Myken,6,6014,6,Indre Kvarøy,348,0.137561862760991,0.0003952927090833,0.3486298476397858
thr_tarsus,1,Myken,6,6014,7,Onøy og Lurøy,257,-0.0231934952560631,-9.02470632531638e-05,0.3486298476397858
thr_tarsus,1,Myken,6,6014,8,Lovund,152,0.0209710396237783,0.0001379673659459,0.3486298476397858
thr_tarsus,1,Myken,6,6014,9,Sleneset,163,0.0019065145388704,1.1696408213928834e-05,0.3486298476397858
thr_tarsus,1,Myken,6,6014,10,Aldra,173,0.0046061385316326,2.662507821752948e-05,0.3486298476397858
thr_tarsus,1,Myken,6,6014,11,Leka,583,0.1799044497865581,0.000308583961898,0.3486298476397858
