analysis,method,weight_scheme,order_seed,weighted_fit_used,n_individuals,corr_eval,mse_adj,delta_ld_obj,target_island,target_island_name,repeat,repeat_seed,trait
ranked_subset,delta_ld_island_topk,none,-1,False,4128,0.11641169121850249,1.4705595970153809,0.11642759958625395,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4330,0.27922674321813945,1.4962040185928345,0.12520656626006263,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4387,0.10739604960420669,1.4723536968231201,0.11773542404996597,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4589,0.27813361135017894,1.4962055683135986,0.12559967745545336,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4553,0.09988691224092847,1.47610342502594,0.12043647530681381,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4755,0.28845285871723386,1.4912327527999878,0.12666192655826058,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4755,0.09482918947422778,1.4781575202941895,0.12447539424149606,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4957,0.2949768764551708,1.4890590906143188,0.13140443962445597,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4928,0.08236368561367893,1.4794918298721313,0.15042628468842872,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5130,0.30439432046822185,1.484825849533081,0.15585648100656052,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5020,0.08679604620581173,1.4778687953948975,0.15541520906515408,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5222,0.3066649750757169,1.4840337038040161,0.1610551867345172,6,Indre Kvarøy,0,1898265008,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5139,0.08835860308987575,1.4772404432296753,0.15587768026058943,4,Gjerøy,0,1523204546,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,5341,0.31876248749097424,1.4793716669082642,0.16320482209151138,6,Indre Kvarøy,0,1898265008,body_mass
full_baseline,full_source_unweighted,none,-2,False,4619,0.13817844476129437,1.5807186365127563,,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,486,0.022836768505952596,1.622089147567749,0.07839561084927653,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,1070,0.01460889167212501,1.6218703985214233,0.08265828541912135,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,1628,0.07693875291160847,1.6084845066070557,0.08674085454526685,5,Hestmannøy,0,978527714,body_mass
full_baseline,full_source_unweighted,none,-2,False,5438,-0.002500450225843017,1.3749111890792847,,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2211,0.0775226460586527,1.6089659929275513,0.08990609399604467,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,1078,-0.026491389922228513,1.352421760559082,0.10653965370262951,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,1564,-0.018341417097395025,1.349623680114746,0.11246669343642708,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2503,0.08161277368219022,1.607970952987671,0.09241475341751419,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2148,0.00161505689448815,1.347435474395752,0.11375604414951822,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2900,0.08170731670855459,1.6086010932922363,0.09321954955509265,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,2706,0.020398120113633022,1.3453872203826904,0.11773542404996597,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3256,0.14417808746778432,1.5822205543518066,0.0971735969316984,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3289,-0.017441870702369,1.3556607961654663,0.11926451661131418,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3450,0.1383697348122515,1.585140347480774,0.10264295321569057,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3581,-0.04088593331633674,1.3640680313110352,0.12184686384194483,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3608,0.1453746732547351,1.581147313117981,0.10641790835158596,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3978,-0.05839214362132137,1.3715873956680298,0.12211139992994055,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,3867,0.1322646974967282,1.5857371091842651,0.10653965370262951,5,Hestmannøy,0,978527714,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4334,-0.024973859248076758,1.368431568145752,0.12559967745545336,7,Onøy og Lurøy,0,906425257,body_mass
ranked_subset,delta_ld_island_topk,none,-1,False,4033,0.13307003098547693,1.5850450992584229,0.10868445123512827,5,Hestmannøy,0,978527714,body_mass
