n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island,repeat,split_seed
12,5126,0.1926010251045227,1.4020386934280396,shapley_mean,-1,0,4,4014
13,5328,0.20257215201854706,1.3696039915084839,shapley_mean,-1,0,4,4014
14,5486,0.24444575607776642,1.3538724184036255,shapley_mean,-1,0,4,4014
15,5578,0.21021340787410736,1.3560291528701782,shapley_mean,-1,0,4,4014
1,1078,0.23705685138702393,1.2906423807144165,random_individual,0,0,4,4014
2,1636,0.24549077451229095,1.2911967039108276,random_individual,0,0,4,4014
3,2219,0.18531247973442078,1.424817442893982,random_individual,0,0,4,4014
4,2392,0.25229594111442566,1.3334999084472656,random_individual,0,0,4,4014
5,2586,0.24242189526557922,1.3749834299087524,random_individual,0,0,4,4014
6,3170,0.12390261888504028,1.4438575506210327,random_individual,0,0,4,4014
7,3567,0.03635646775364876,1.4265989065170288,random_individual,0,0,4,4014
8,3923,0.1254279613494873,1.5124975442886353,random_individual,0,0,4,4014
9,4409,0.08485420793294907,1.5333555936813354,random_individual,0,0,4,4014
10,4575,0.13302993774414062,1.5178536176681519,random_individual,0,0,4,4014
11,4834,0.13508878648281097,1.5534805059432983,random_individual,0,0,4,4014
12,5126,0.22242163121700287,1.3352121114730835,random_individual,0,0,4,4014
13,5328,0.23709936439990997,1.3943618535995483,random_individual,0,0,4,4014
14,5486,0.25742679834365845,1.2851051092147827,random_individual,0,0,4,4014
15,5578,0.22668693959712982,1.3340134620666504,random_individual,0,0,4,4014
1,1078,0.007406298071146011,1.3500890731811523,random_individual,1,0,4,4014
2,1636,0.03762577474117279,1.351310133934021,random_individual,1,0,4,4014
3,2219,0.10259454697370529,1.3207539319992065,random_individual,1,0,4,4014
4,2392,0.1747477799654007,1.3436845541000366,random_individual,1,0,4,4014
5,2586,0.06627961993217468,1.324928641319275,random_individual,1,0,4,4014
6,3170,0.14368128776550293,1.3493248224258423,random_individual,1,0,4,4014
7,3567,0.22490155696868896,1.3179523944854736,random_individual,1,0,4,4014
8,3923,0.27248063683509827,1.3037775754928589,random_individual,1,0,4,4014
9,4409,0.20064666867256165,1.4029947519302368,random_individual,1,0,4,4014
10,4575,0.17555849254131317,1.4155315160751343,random_individual,1,0,4,4014
11,4834,0.17398317158222198,1.3284138441085815,random_individual,1,0,4,4014
12,5126,0.23429150879383087,1.3131314516067505,random_individual,1,0,4,4014
13,5328,0.21479366719722748,1.3427700996398926,random_individual,1,0,4,4014
14,5486,0.19050490856170654,1.3915380239486694,random_individual,1,0,4,4014
15,5578,0.24429409205913544,1.3567672967910767,random_individual,1,0,4,4014
1,1078,0.043959759175777435,1.363958716392517,random_individual,2,0,4,4014
2,1636,-0.00574037479236722,1.4281315803527832,random_individual,2,0,4,4014
3,2219,0.2257610410451889,1.3154672384262085,random_individual,2,0,4,4014
4,2392,0.17951707541942596,1.3206071853637695,random_individual,2,0,4,4014
5,2586,0.24642334878444672,1.2940057516098022,random_individual,2,0,4,4014
6,3170,0.18540404736995697,1.3495360612869263,random_individual,2,0,4,4014
7,3567,0.17682667076587677,1.3067835569381714,random_individual,2,0,4,4014
8,3923,0.17942644655704498,1.3726657629013062,random_individual,2,0,4,4014
9,4409,0.15891146659851074,1.3625599145889282,random_individual,2,0,4,4014
10,4575,0.15256823599338531,1.3499879837036133,random_individual,2,0,4,4014
11,4834,0.21481412649154663,1.368754267692566,random_individual,2,0,4,4014
12,5126,0.19212254881858826,1.392758846282959,random_individual,2,0,4,4014
13,5328,0.2248522788286209,1.36135733127594,random_individual,2,0,4,4014
14,5486,0.2510833144187927,1.3514055013656616,random_individual,2,0,4,4014
15,5578,0.19939692318439484,1.3107339143753052,random_individual,2,0,4,4014
1,1078,-0.04893564432859421,1.373866081237793,random_individual,3,0,4,4014
2,1636,0.15064579248428345,1.39010751247406,random_individual,3,0,4,4014
3,2219,0.1630742996931076,1.3345211744308472,random_individual,3,0,4,4014
4,2392,0.11168809980154037,1.3646187782287598,random_individual,3,0,4,4014
5,2586,0.07375334203243256,1.3594218492507935,random_individual,3,0,4,4014
6,3170,0.15951712429523468,1.357269287109375,random_individual,3,0,4,4014
7,3567,0.19806359708309174,1.315075397491455,random_individual,3,0,4,4014
8,3923,0.1845051497220993,1.338343620300293,random_individual,3,0,4,4014
9,4409,0.23920579254627228,1.3238669633865356,random_individual,3,0,4,4014
10,4575,0.16341771185398102,1.3154339790344238,random_individual,3,0,4,4014
11,4834,0.23160971701145172,1.3053756952285767,random_individual,3,0,4,4014
12,5126,0.2530326247215271,1.3320342302322388,random_individual,3,0,4,4014
13,5328,0.19120623171329498,1.3656291961669922,random_individual,3,0,4,4014
14,5486,0.23451581597328186,1.393120288848877,random_individual,3,0,4,4014
15,5578,0.21634015440940857,1.3284177780151367,random_individual,3,0,4,4014
1,1078,0.20778095722198486,1.3143976926803589,random_individual,4,0,4,4014
2,1636,0.33521807193756104,1.2819312810897827,random_individual,4,0,4,4014
3,2219,0.23087875545024872,1.3038197755813599,random_individual,4,0,4,4014
4,2392,0.28072160482406616,1.2645944356918335,random_individual,4,0,4,4014
5,2586,0.2232932150363922,1.3775553703308105,random_individual,4,0,4,4014
6,3170,0.1821952760219574,1.3450671434402466,random_individual,4,0,4,4014
7,3567,0.14403612911701202,1.459229826927185,random_individual,4,0,4,4014
8,3923,0.15717007219791412,1.4076366424560547,random_individual,4,0,4,4014
9,4409,0.2077801376581192,1.4405475854873657,random_individual,4,0,4,4014
10,4575,0.18303976953029633,1.3824840784072876,random_individual,4,0,4,4014
11,4834,0.22820650041103363,1.3856407403945923,random_individual,4,0,4,4014
12,5126,0.22367724776268005,1.331947684288025,random_individual,4,0,4,4014
13,5328,0.23081530630588531,1.3530868291854858,random_individual,4,0,4,4014
14,5486,0.22541993856430054,1.4002819061279297,random_individual,4,0,4,4014
15,5578,0.18906180560588837,1.302039623260498,random_individual,4,0,4,4014
