target_island,target_island_name,source_island,source_island_name,phi_mean,phi_std,phi_median,phi_p25,phi_p75,n_individuals,n_repeats
3,Selvær,11,Leka,2.5459287779137e-05,0.00022441256320863628,2.7444749154630444e-05,-9.942418170932875e-05,0.00015001693440247499,3498,6
3,Selvær,13,Vikna,2.3736364838935146e-05,0.0002299783084964347,2.2973901715229704e-05,-0.00010357788925915,0.00015021147018595,3504,6
3,Selvær,4,Gjerøy,1.612701134242598e-05,0.00028953185061161347,1.690896468130776e-05,-0.00013352461177545,0.000163793314915675,3348,6
3,Selvær,9,Sleneset,1.5046027311255894e-05,0.00039444113544985645,7.938129405792039e-06,-0.00015745053488795,0.0001708065303553,996,6
3,Selvær,7,Onøy og Lurøy,1.2776590083025893e-05,0.0004120232338355921,1.4825636997358011e-05,-0.00013879941354795,0.00016524639892725,1554,6
3,Selvær,12,Vega,6.313525471332655e-06,0.0002709704607530343,1.5000566116785515e-05,-0.00012717067802305,0.000155964134671,2382,6
4,Gjerøy,6,Indre Kvarøy,5.3725681621740765e-05,0.0005368717670098294,4.202230554687727e-05,-0.00015106374396295,0.000244338410356175,2136,6
4,Gjerøy,1,Myken,5.064138105698837e-05,0.00041306779030434853,4.718789964066141e-05,-0.0001141132201423,0.000209932786411125,552,6
4,Gjerøy,5,Hestmannøy,4.6169390609567015e-05,0.0005472015526793162,3.0739907813374405e-05,-0.000157921275632975,0.00022911301408632502,6468,6
4,Gjerøy,9,Sleneset,3.883959886776286e-05,0.00034254270301198786,2.378278947281417e-05,-0.00012255902279055,0.00019635841021665,996,6
4,Gjerøy,0,Nesøy,3.8134459136560136e-05,0.0006222502600132633,3.661422165131667e-05,-0.00015453788592172498,0.000211236818106425,714,6
4,Gjerøy,3,Selvær,3.519872098659648e-05,0.00032983113786526894,3.269179777282984e-05,-0.0001109730452396,0.000176370041434275,1164,6
4,Gjerøy,2,Træna,3.516811944157e-05,0.000341029769932129,1.4801699784452576e-05,-0.0001357227466263,0.000185211025901075,1752,6
4,Gjerøy,11,Leka,3.248086805976313e-05,0.00025955354461608084,2.759858662272563e-05,-0.0001038231894781,0.000171412965339175,3498,6
4,Gjerøy,12,Vega,3.095656781531707e-05,0.0003109185618791001,2.159712925679066e-05,-0.000130391259483575,0.00018545111591735,2382,6
4,Gjerøy,8,Lovund,2.973145661525725e-05,0.00031602268230589137,4.0379628299108054e-05,-0.000103467200006725,0.00018234812072479999,948,6
4,Gjerøy,14,Lauvøya,2.7624460359170254e-05,0.0002651712973978896,2.890552289187131e-05,-0.000110514160678625,0.0001608056849953,4128,6
4,Gjerøy,7,Onøy og Lurøy,2.2670858468718175e-05,0.0004347411873286,1.5919462522320148e-05,-0.00014504475539692501,0.0001761304148274,1554,6
4,Gjerøy,13,Vikna,2.1784646810127533e-05,0.0002633091709272443,2.551452722544556e-05,-0.0001130709612145,0.00016434968517170002,3504,6
4,Gjerøy,10,Aldra,1.3763526939771805e-05,0.00041285732989998806,2.598803610588303e-05,-0.0001608224906575,0.0001999765513602,1038,6
5,Hestmannøy,6,Indre Kvarøy,7.370705516512818e-05,0.0006271571490056219,5.460336026461564e-05,-0.00015606259167897502,0.000270418043272525,2136,6
5,Hestmannøy,9,Sleneset,6.643049776167502e-05,0.0003703560114783325,6.421829618502452e-05,-0.000116540805451325,0.000240580770149525,996,6
5,Hestmannøy,7,Onøy og Lurøy,6.434220033350807e-05,0.00057967349126213,7.101407377450523e-05,-0.00011345398981645,0.00027812593903805,1554,6
5,Hestmannøy,2,Træna,6.372356222888129e-05,0.000422253792485485,4.827933299821364e-05,-0.000122636644714025,0.000244905340898275,1752,6
5,Hestmannøy,10,Aldra,5.9589898493421796e-05,0.0004073349541768746,6.955917018853307e-05,-0.000136179934282325,0.000265031396567725,1038,6
5,Hestmannøy,8,Lovund,5.9037660434131703e-05,0.00036819537981724225,4.92402694739168e-05,-0.00012730867632615,0.00023651890081345,948,6
5,Hestmannøy,13,Vikna,5.8111892170923e-05,0.00028916199904706764,5.760803576583072e-05,-9.225788984337044e-05,0.000217330640319675,3504,6
5,Hestmannøy,4,Gjerøy,5.544306522862682e-05,0.0005595717095765525,5.207411913873657e-05,-0.00018212408631725,0.00027751039676395,3348,6
5,Hestmannøy,1,Myken,5.526484799122161e-05,0.0005878210869075848,2.426887333399486e-05,-0.000180144260211325,0.00025595325915669996,552,6
5,Hestmannøy,14,Lauvøya,5.013829079233073e-05,0.0002882317351768648,4.7374115462075384e-05,-0.00011095162812512501,0.00020126614925277498,4128,6
5,Hestmannøy,11,Leka,4.993363519169509e-05,0.00028130888601124796,4.4259712645549395e-05,-0.000105561907974225,0.0002041892117728,3498,6
5,Hestmannøy,3,Selvær,4.278859940462064e-05,0.00039509869293823265,5.6799372085535766e-05,-0.00012403213244489999,0.00022248690801455,1164,6
5,Hestmannøy,12,Vega,3.826449831337676e-05,0.0003227188393765104,4.912652530400114e-05,-0.00013241308725945,0.0002071680708729,2382,6
5,Hestmannøy,0,Nesøy,3.657860993373255e-05,0.0005806164058252752,4.2541623387826844e-05,-0.0001726847507036,0.0002543360341234,714,6
7,Onøy og Lurøy,6,Indre Kvarøy,4.0420367894563056e-05,0.0005097782651599891,2.1128912273992986e-05,-0.000152993230069,0.0002047913878111,2136,6
7,Onøy og Lurøy,10,Aldra,3.9752537711511014e-05,0.0003780301592687938,2.680679702507536e-05,-0.0001288545291978,0.00017854686839674998,1038,6
7,Onøy og Lurøy,9,Sleneset,3.0937145316194176e-05,0.0005641511066099607,3.871902703725366e-05,-0.00016958071174622499,0.00022700504880292498,996,6
7,Onøy og Lurøy,8,Lovund,2.5472519769684066e-05,0.0005158237090126851,3.0965079066073735e-05,-0.000147939540205375,0.00020910060372305,948,6
7,Onøy og Lurøy,5,Hestmannøy,2.0086104104927567e-05,0.0005587915659057536,2.0725837632501052e-05,-0.000155385119120125,0.00019744200348950001,6468,6
7,Onøy og Lurøy,13,Vikna,2.0036401446244505e-05,0.00025655709764130187,2.4281255731958688e-05,-0.000124138662311525,0.00015895698738344999,3504,6
7,Onøy og Lurøy,4,Gjerøy,1.909574779873744e-05,0.00038901740965117775,1.4926789348294699e-05,-0.0001461882840151,0.0001858671744086,3348,6
7,Onøy og Lurøy,1,Myken,1.3711463504940144e-05,0.0003727246318056901,1.9714306396992252e-05,-0.000124888937059475,0.00015825320194572503,552,6
7,Onøy og Lurøy,14,Lauvøya,1.3557851237601502e-05,0.00024378735472831595,1.676210478765967e-05,-0.000121064310656825,0.00014835734049845,4128,6
7,Onøy og Lurøy,12,Vega,1.01875505284456e-05,0.000295772306786487,1.4576064068232674e-05,-0.000136208403965775,0.00015368959502167498,2382,6
7,Onøy og Lurøy,11,Leka,9.96345311817319e-06,0.00024985401306802874,1.0841900223333547e-05,-0.000119582100445125,0.0001488979827938,3498,6
7,Onøy og Lurøy,2,Træna,5.5568789194656474e-06,0.00040666220580936555,1.4187331268471438e-05,-0.000152543390678475,0.00017553899844665,1752,6
7,Onøy og Lurøy,3,Selvær,-1.5447358833382595e-07,0.00030326031554569935,7.810824950328092e-06,-0.00013673931850079999,0.00015409811005824998,1164,6
7,Onøy og Lurøy,0,Nesøy,-1.6304186620335588e-05,0.0004051887310472053,8.758550575596231e-06,-0.00015923422391085,0.000185876894829475,714,6
8,Lovund,9,Sleneset,0.00010278686763170697,0.0005646108496149301,6.48376456001747e-05,-0.000142901492724025,0.00028098605325585003,996,6
8,Lovund,3,Selvær,9.574290461094776e-05,0.0005351743228564013,6.760505779417252e-05,-9.423178251725406e-05,0.00023724494657805,1164,6
8,Lovund,2,Træna,8.667154690947692e-05,0.0007410815365025258,6.587171824443786e-05,-0.00012230329610120002,0.000267575055647575,1752,6
8,Lovund,10,Aldra,6.612882149266637e-05,0.00027997473339541287,6.015258104037367e-05,-8.60771581240369e-05,0.0002012160035244,1038,6
8,Lovund,6,Indre Kvarøy,6.119027668694805e-05,0.0004078680515819793,5.3065060646049686e-05,-9.415018596477404e-05,0.0002068751048904,2136,6
8,Lovund,11,Leka,6.070391361579875e-05,0.00023127954706670583,6.079086612655842e-05,-6.496085393724066e-05,0.0001824628467718,3498,6
8,Lovund,0,Nesøy,5.6190507560970435e-05,0.00029916714368364455,6.119799374867859e-05,-9.142774590914038e-05,0.000193157301239725,714,6
8,Lovund,13,Vikna,5.2390067526138806e-05,0.00022741992173513087,4.87454403721405e-05,-7.199839391047421e-05,0.00017582055011587498,3504,6
8,Lovund,5,Hestmannøy,5.238625075931268e-05,0.00031574092769175486,5.295308985527819e-05,-8.919178633075201e-05,0.0001982736803085,6468,6
8,Lovund,1,Myken,5.1844974984035435e-05,0.0005786625846830138,6.575816733294095e-05,-9.991381751447005e-05,0.0002511253709907,552,6
8,Lovund,14,Lauvøya,5.13393532548702e-05,0.00022639829731537232,5.390631335374781e-05,-6.81895286242647e-05,0.00017560842284095,4128,6
8,Lovund,4,Gjerøy,5.013732033574331e-05,0.00030568626919664875,5.170049389847951e-05,-9.87296610043152e-05,0.000196958659835175,3348,6
8,Lovund,7,Onøy og Lurøy,4.934941623760638e-05,0.0004166477130606143,4.2286871533417044e-05,-0.000116536547716475,0.0002044844727917,1554,6
8,Lovund,12,Vega,4.413132484971648e-05,0.00032022284012547906,5.152268391719497e-05,-9.706837290420018e-05,0.00018586223439097502,2382,6
9,Sleneset,6,Indre Kvarøy,7.051605222367017e-05,0.0005377041304954461,4.090413672992133e-05,-0.000134100271857525,0.000230622719071875,2136,6
9,Sleneset,1,Myken,6.7562707534369e-05,0.0004351303336294966,4.6477985682327096e-05,-0.0001238383290621,0.00022771987320877501,552,6
9,Sleneset,0,Nesøy,5.663162994976151e-05,0.000384482000862745,2.560723027894864e-05,-0.000128161868970225,0.000221283474579375,714,6
9,Sleneset,8,Lovund,4.7761617815154185e-05,0.0008455427884073686,1.4194076965415662e-05,-0.00019639522887135,0.000290589773447125,948,6
9,Sleneset,2,Træna,4.586380972588014e-05,0.0005352412212857563,3.1369306701526186e-05,-0.00014930045101889999,0.0002204287818572,1752,6
9,Sleneset,3,Selvær,3.8046227525810585e-05,0.000436658287136322,3.5389857249265805e-05,-0.00013766616496045,0.00021413626647175002,1164,6
9,Sleneset,11,Leka,3.6895856206999457e-05,0.00026271110695526084,2.6126057047143214e-05,-0.00010653414613622501,0.000173433467898575,3498,6
9,Sleneset,13,Vikna,3.306389248627479e-05,0.0002677080453915249,2.8104194737985673e-05,-0.000109741939927025,0.000172882389084575,3504,6
9,Sleneset,14,Lauvøya,3.270940850510082e-05,0.00026543489234576064,3.1036544891194596e-05,-0.00011121419648655,0.000176430641962625,4128,6
9,Sleneset,12,Vega,3.12489269733891e-05,0.00032559827540548105,3.2997669550308774e-05,-0.0001219454409576,0.00018847272442875,2382,6
9,Sleneset,10,Aldra,3.119428777559649e-05,0.0003605399641305093,2.8237848882288377e-05,-0.00014637038053679998,0.000203214459645825,1038,6
9,Sleneset,5,Hestmannøy,2.8722535131564522e-05,0.0004066951614980143,3.750902709423588e-05,-0.00013257870788025,0.00020362550423125,6468,6
9,Sleneset,4,Gjerøy,2.2839328051034765e-05,0.0003332917136192066,2.244436271574476e-05,-0.00013268448977945,0.00018151674852040002,3348,6
9,Sleneset,7,Onøy og Lurøy,1.965090290443351e-05,0.0006159784233119806,3.5137084945118565e-05,-0.00019073783151945,0.000246714700386925,1554,6
11,Leka,1,Myken,4.821438012720701e-05,0.0004137813216554237,2.4164369232080038e-05,-0.0001311221367587,0.000198545842148575,552,6
11,Leka,8,Lovund,1.3440079867848151e-05,0.0003515165772315869,-6.955971697066383e-07,-0.0001515006188749,0.0001594431042522,948,6
11,Leka,6,Indre Kvarøy,5.0225242344399415e-06,0.000369010629846394,4.533278059701873e-06,-0.0001608983005859,0.00017341254457015,2136,6
11,Leka,13,Vikna,-1.2733172402928036e-06,0.0004632497312463732,-8.677738214340561e-07,-0.00019148228278355,0.00018755685235049999,3504,6
11,Leka,0,Nesøy,-4.615754719095799e-06,0.00035460327617287157,7.366712873842019e-06,-0.00017842442527715,0.00015892809044705,714,6
11,Leka,14,Lauvøya,-5.194939027757804e-06,0.000411233005432036,-2.5095813135401685e-06,-0.00017498711367497502,0.000159557581776575,4128,6
11,Leka,5,Hestmannøy,-6.383580420346054e-06,0.0003982935271731991,-1.940540827783666e-06,-0.000178484425373175,0.000165589736401675,6468,6
11,Leka,3,Selvær,-6.472138345407833e-06,0.00033899371342021266,3.599998410898327e-06,-0.000168793659136575,0.00014917667930762499,1164,6
11,Leka,9,Sleneset,-6.912099629235949e-06,0.0003552634442012517,7.997953594625235e-06,-0.00015749061715125,0.00016441766214212502,996,6
11,Leka,4,Gjerøy,-1.028196685971238e-05,0.0003692175267927389,-4.229352235519922e-06,-0.0001737114957353,0.00016006766216015002,3348,6
11,Leka,2,Træna,-1.1363082859148363e-05,0.0003661953363554799,-6.922686715446368e-07,-0.00016529591189075,0.000158696426102375,1752,6
11,Leka,12,Vega,-1.8228619201349763e-05,0.00035882131342867326,-9.174487462910268e-06,-0.0001843649184788,0.00016150497678425,2382,6
11,Leka,7,Onøy og Lurøy,-1.98149207729581e-05,0.0003513273038338083,-5.3617884432110575e-06,-0.00018305973942274998,0.00016234425382227502,1554,6
11,Leka,10,Aldra,-4.017082820620212e-05,0.0004064322152818043,-1.361791387307678e-05,-0.0002181001224258,0.0001618874872385,1038,6
12,Vega,8,Lovund,2.4374787117756066e-05,0.00041798823690477823,8.276812698496502e-06,-0.000165841575471825,0.000207082871980975,948,6
12,Vega,0,Nesøy,3.544910234570627e-06,0.000399607296312405,-7.332869365259404e-06,-0.000171511986956925,0.00017738205258925,714,6
12,Vega,2,Træna,2.6862111978699944e-06,0.00048400323882525926,-8.590114356154739e-07,-0.000184969842468025,0.000199315814736725,1752,6
12,Vega,13,Vikna,-1.2016294335197568e-06,0.0003422606468051814,-5.896368627618799e-06,-0.00016855002076857501,0.000155642586096925,3504,6
12,Vega,14,Lauvøya,-5.057855009581817e-06,0.00041377657613240364,-5.831984363098946e-06,-0.000170440847545825,0.000156466514179025,4128,6
12,Vega,3,Selvær,-6.124788516758403e-06,0.0003592152077034897,-1.9512490354587662e-05,-0.00018573193703645002,0.00014704186770485,1164,6
12,Vega,6,Indre Kvarøy,-6.241285701812627e-06,0.00041417440256617105,-1.0610275131410478e-05,-0.000192234182417875,0.000171275847324675,2136,6
12,Vega,11,Leka,-6.88095802715787e-06,0.00032815802644476836,-7.889578604065483e-06,-0.000168515913700625,0.0001480334819086,3498,6
12,Vega,4,Gjerøy,-7.582857074003265e-06,0.0003923801473456326,2.2499383812265555e-06,-0.000189747771536375,0.000176902407330625,3348,6
12,Vega,7,Onøy og Lurøy,-7.983743263730327e-06,0.0003973173897547026,-9.096353379071108e-06,-0.00018661259356415,0.000181378903241175,1554,6
12,Vega,5,Hestmannøy,-8.484662482916354e-06,0.0004093189266940275,-1.0682811204273075e-05,-0.00018926769041409998,0.0001734215312595,6468,6
12,Vega,10,Aldra,-8.667162339891227e-06,0.00038174089515729257,3.6884088759622187e-06,-0.00019771676331165001,0.0001825881239448,1038,6
12,Vega,9,Sleneset,-1.730444011922142e-05,0.00036736078170925587,-2.552393682650809e-05,-0.0001863990238206,0.0001525516754045,996,6
12,Vega,1,Myken,-4.456555386310531e-05,0.0004673924176714769,-2.6850312296387832e-05,-0.00021741670840097499,0.00014868623348545,552,6
