trait,target_island,method,n_individuals,pevmean_mean,pevmean_std,ga_elapsed_sum,n_rows
thr_wing,9,pevmean_ga,2000,0.026602509896118322,0.00015453925769323953,432.85568037093617,5
thr_wing,9,pevmean_ga,2500,0.02355381317223832,0.00017950199215947756,477.53459856426343,5
thr_wing,9,pevmean_ga,3000,0.02136212138068684,6.883336754885475e-05,531.334645394003,5
thr_wing,9,pevmean_ga,3500,0.01966669918028368,3.305731679437088e-05,585.2635774088558,5
thr_wing,9,pevmean_ga,4000,0.01844411833989042,3.25184621842153e-05,634.7655964626465,5
thr_wing,9,pevmean_ga,4500,0.01744347205304236,2.346937532820492e-05,667.718072961783,5
thr_wing,10,pevmean_ga,500,0.9907865588686514,0.01811085672787516,278.68882604618557,5
thr_wing,10,pevmean_ga,1000,0.6763451294161833,0.002170907432056472,330.30775050260127,5
thr_wing,10,pevmean_ga,1500,0.530600705399421,0.0035973534662007123,382.5497957931366,5
thr_wing,10,pevmean_ga,2000,0.44489295645771143,0.003039732037636419,435.44446556898765,5
thr_wing,10,pevmean_ga,2500,0.3849151062366295,0.0025220238513746812,480.6149792149663,5
thr_wing,10,pevmean_ga,3000,0.3406350905485508,0.0008308949612526912,533.3316852902062,5
thr_wing,10,pevmean_ga,3500,0.3071525972813836,0.0008988616900134895,584.7002639400307,5
thr_wing,10,pevmean_ga,4000,0.28173187493890167,0.000452779981493872,634.447722019162,5
thr_wing,10,pevmean_ga,4500,0.2612027190857809,0.0005775632491485523,663.0836910479702,5
thr_wing,11,pevmean_ga,500,0.601427896442621,0.008103397650076801,298.5314688337967,5
thr_wing,11,pevmean_ga,1000,0.4377668659646833,0.0023099008716122404,348.7842371261213,5
thr_wing,11,pevmean_ga,1500,0.35697672863860863,0.0028435930355861705,398.6795404064469,5
thr_wing,11,pevmean_ga,2000,0.30728822545076256,0.000778034364785981,449.348357463954,5
thr_wing,11,pevmean_ga,2500,0.2708719882676299,0.0006885604249438099,494.1860918290913,5
thr_wing,11,pevmean_ga,3000,0.2457927421168676,0.00047208831648948323,543.8254604872782,5
thr_wing,11,pevmean_ga,3500,0.22508085202162054,0.0005401855989175262,596.3582436481956,5
thr_wing,11,pevmean_ga,4000,0.20909846251722874,0.0001492653463014089,647.7008037387859,5
thr_wing,11,pevmean_ga,4500,0.19667602026522232,9.271110725662875e-05,681.572257257998,5
thr_wing,12,pevmean_ga,500,0.26300481706408085,0.00302175140065752,291.20613998011686,5
thr_wing,12,pevmean_ga,1000,0.19040752298535957,0.0019784944229218546,341.6349783812184,5
thr_wing,12,pevmean_ga,1500,0.15508096587386677,0.00184899685566571,392.20243663480505,5
thr_wing,12,pevmean_ga,2000,0.13327969201971673,0.0006590354734549196,444.2310724440031,5
thr_wing,12,pevmean_ga,2500,0.11790748344388007,0.0004645319714089736,489.5692653483711,5
thr_wing,12,pevmean_ga,3000,0.10602038001109448,0.0001970967905777415,539.1785174731631,5
thr_wing,12,pevmean_ga,3500,0.09735452683880255,0.00025814164393952636,590.954424329102,5
thr_wing,12,pevmean_ga,4000,0.09052268667936743,0.00020119692413129685,642.3166517051868,5
thr_wing,12,pevmean_ga,4500,0.08490884224680192,0.0001801979212797971,678.610879103886,5
thr_wing,13,pevmean_ga,500,0.3559664700500945,0.0030348078597981637,302.24603280914016,5
thr_wing,13,pevmean_ga,1000,0.24849923790429815,0.0015736501673236179,351.64734847284853,5
thr_wing,13,pevmean_ga,1500,0.1979334451686774,0.0011561004683953641,401.6192724958528,5
thr_wing,13,pevmean_ga,2000,0.1673358562615102,0.0008315555882026479,451.6395137398504,5
thr_wing,13,pevmean_ga,2500,0.14703401231660113,0.0007005257018110335,497.2971530286595,5
thr_wing,13,pevmean_ga,3000,0.1316692352228484,0.0004809119255195159,546.1455612350255,5
thr_wing,13,pevmean_ga,3500,0.12034555713318436,0.00018696315994632775,601.1759838063736,5
thr_wing,13,pevmean_ga,4000,0.1111547981317822,0.00012992119424452803,647.8435398517177,5
thr_wing,13,pevmean_ga,4500,0.1041526274535979,8.521025521953652e-05,678.0177841421682,5
thr_wing,14,pevmean_ga,500,0.3675556134358744,0.003978418970272345,292.63413708587177,5
thr_wing,14,pevmean_ga,1000,0.2457425054623179,0.0017676563391494772,340.43348550773226,5
