n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,target_island
12,3,2219,0.23322807252407074,1.2922970056533813,random_individual,3,0
13,2,1636,0.05356794223189354,1.361433506011963,random_individual,3,0
14,1,1078,0.1550949066877365,1.3727167844772339,random_individual,3,0
0,15,5578,0.18441474437713623,1.3459316492080688,random_individual,4,0
1,14,5486,0.2028263658285141,1.3489376306533813,random_individual,4,0
2,13,5328,0.19975382089614868,1.3332101106643677,random_individual,4,0
3,12,5126,0.18952079117298126,1.2987884283065796,random_individual,4,0
4,11,4834,0.19772960245609283,1.3123217821121216,random_individual,4,0
5,10,4575,0.18331027030944824,1.3173528909683228,random_individual,4,0
6,9,4409,0.14332570135593414,1.358808159828186,random_individual,4,0
7,8,3923,0.06310968101024628,1.3930829763412476,random_individual,4,0
8,7,3567,0.1485683172941208,1.3409396409988403,random_individual,4,0
9,6,3170,0.2091706544160843,1.3395143747329712,random_individual,4,0
10,5,2586,0.19805480539798737,1.3516556024551392,random_individual,4,0
11,4,2392,0.21478882431983948,1.3281614780426025,random_individual,4,0
12,3,2219,0.17787714302539825,1.3696593046188354,random_individual,4,0
13,2,1636,0.20323051512241364,1.4276514053344727,random_individual,4,0
14,1,1078,0.2444523423910141,1.2834638357162476,random_individual,4,0
