trait,target_island,target_island_name,repeat,repeat_seed,method,weight_scheme,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,weight
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27297,8N27297,10,Aldra,2657,-0.0017441259572734836,1.0257378219829898
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27298,8N27298,10,Aldra,2356,-0.0006315989598732917,1.0617327308449047
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27299,8N27299,5,Hestmannøy,806,0.004176426419353569,1.2172924932016578
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27301,8N27301,0,Nesøy,2649,-0.0017037274349310887,1.0270448834145494
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27307,8N27307,5,Hestmannøy,3087,-0.004584392922625198,0.933843287468096
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27308,8N27308,5,Hestmannøy,175,0.014340912214678817,1.5461561888116935
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27315,8N27315,5,Hestmannøy,683,0.004739889119215712,1.2355228719484408
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27316,8N27316,5,Hestmannøy,361,0.007772422518622516,1.3336380310299212
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27325,8N27325,4,Gjerøy,1795,0.0009664080150514851,1.1134349507079175
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27328,8N27328,4,Gjerøy,448,0.006465165642296843,1.291342794840225
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27330,8N27330,4,Gjerøy,1107,0.002819824956529432,1.1734007529289223
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27333,8N27333,4,Gjerøy,1024,0.0032148064254537995,1.1861800580687543
body_mass,6,Indre Kvarøy,0,123246040,avggrm_weight_linear,linear,8N27339,8N27339,4,Gjerøy,1444,0.001921365511434465,1.1443318261362299
